i,t
140285,1
140286,1
140287,1
140289,1
140290,1
140292,1
140293,1
140294,1
140296,1
140306,1
140322,1
140333,1
140350,1
140351,1
140371,1
140391,1
140395,1
140399,1
140409,1
140411,1
140417,1
140427,1
140432,1
140434,1
140447,1
140453,1
140466,1
140473,1
140586,1
140596,1
140597,1
140606,1
140613,1
140628,1
140656,1
140657,1
140658,1
140659,4
140660,1
140662,1
140664,1
140676,1
140686,1
140693,1
140695,1
140707,1
140709,1
140713,1
140716,1
140727,1
140728,1
140752,1
140760,1
140769,1
140770,1
140791,1
140812,1
140821,1
140827,1
140835,10
140840,0
140843,1
140848,1
140849,1
140855,1
140862,1
140873,1
140883,1
140884,1
140886,9
140893,1
140915,1
140917,1
140921,1
140924,1
140935,1
140939,1
140952,9
140953,1
140957,1
140964,1
140965,1
140967,1
140972,1
140978,6
140984,1
140987,7
141000,13
141001,1
141006,1
141009,1
141012,1
141014,1
141018,1
141019,1
141023,1
141040,1
141044,1
141045,1
141048,1
141050,1
141052,1
141054,1
141065,1
141077,4
141079,1
141080,1
141081,1
141086,1
141092,1
141099,1
141103,1
141124,1
141128,1
141143,1
141146,1
141157,1
141177,0
141185,0
141187,1
141193,1
141194,1
141202,1
141216,11
141217,1
141220,1
141226,6
141229,1
141232,1
141235,1
141244,1
141256,1
141269,7
141274,1
141286,1
141290,1
141295,1
141307,1
141313,1
141316,1
141317,1
141320,1
141322,1
141329,1
141338,1
141350,1
141363,1
141377,1
141379,1
141384,1
141389,1
141396,1
141397,15
141407,1
141430,1
141443,1
141447,1
141448,1
141449,1
141451,1
141452,12
141461,1
141480,1
141484,4
141485,9
141486,11
141489,1
141506,1
141510,1
141522,1
141524,1
141528,1
141531,1
141554,1
141567,1
141581,1
141599,1
141603,1
141608,4
141609,1
141618,1
141626,1
141630,1
141644,9
141646,3
141651,1
141656,3
141663,1
141667,1
141673,1
141683,1
141686,1
141687,1
141688,1
141695,1
141708,1
141714,1
141738,1
141743,1
141745,1
141762,1
141763,1
141773,1
141784,1
141787,1
141789,1
141791,1
141792,1
141796,1
141797,1
141799,1
141809,1
141824,1
141827,1
141828,2
141829,10
141837,1
141838,1
141845,1
141864,1
141870,1
141872,1
141873,1
141878,1
141885,1
141886,1
141890,1
141892,1
141895,1
141900,1
141901,1
141903,1
141924,0
141932,11
141936,1
141942,1
141967,1
141968,1
141983,1
141984,1
141986,1
141990,1
141995,13
141997,1
141999,1
142000,1
142013,1
142014,1
142042,1
142043,1
142048,1
142060,1
142063,1
142071,1
142073,1
142076,1
142103,1
142126,1
142127,1
142133,1
142135,1
142136,1
142140,1
142146,1
142148,1
142150,1
142151,1
142153,1
142154,1
142156,1
142160,1
142173,1
142176,1
142178,1
142180,1
142181,13
142186,1
142193,1
142218,3
142228,1
142230,4
142233,1
142242,1
142247,1
142260,6
142261,1
142262,1
142263,1
142268,1
142275,1
142278,1
142290,1
142308,1
142310,1
142311,1
142316,1
142318,1
142320,1
142323,1
142325,1
142326,1
142327,1
142328,1
142329,1
142335,14
142336,1
142338,1
142340,1
142342,1
142348,1
142349,1
142350,1
142352,1
142356,1
142357,1
142358,1
142361,1
142362,1
142367,1
142369,1
142375,1
142376,1
142378,1
142379,1
142381,1
142382,1
142386,1
142389,1
142390,1
142392,1
142393,1
142394,1
142397,1
142398,1
142427,1
142441,1
142456,1
142457,1
142458,1
142460,1
142488,11
142490,1
142495,1
142497,1
142500,1
142501,1
142504,3
142507,1
142530,1
142531,1
142532,1
142538,1
142543,1
142544,1
142547,1
142551,1
142559,1
142563,1
142568,1
142569,1
142571,1
142573,1
142578,1
142584,1
142589,1
142594,1
142600,1
142602,1
142603,1
142620,1
142625,1
142627,1
142631,1
142632,1
142642,1
142648,1
142657,1
142659,1
142671,1
142675,1
142698,1
142707,1
142711,1
142713,1
142714,11
142716,1
142720,1
142722,1
142723,8
142724,1
142725,0
142726,7
142727,1
142728,1
142729,1
142730,1
142731,3
142732,1
142733,2
142735,1
142737,1
142740,1
142741,1
142742,1
142743,1
142745,12
142746,1
142749,1
142750,1
142751,7
142752,1
142753,1
142754,1
142757,2
142758,1
142759,1
142761,1
142762,1
142763,14
142764,1
142765,1
142767,1
142768,10
142769,5
142772,1
142775,1
142777,1
142778,1
142784,1
142786,1
142787,1
142788,1
142789,1
142793,1
142795,1
142796,1
142797,1
142799,5
142800,7
142801,2
142803,1
142804,1
142807,1
142808,14
142811,7
142813,1
142815,1
142816,1
142817,1
142818,6
142819,1
142822,4
142823,1
142825,1
142826,1
142827,2
142828,1
142835,1
142836,1
142840,1
142856,1
142857,1
142869,1
142892,1
142901,1
142903,3
142911,1
142914,0
142918,1
142927,1
142930,1
142946,1
142956,1
142957,15
142961,1
142966,14
142980,1
142986,1
143023,1
143030,1
143031,1
143044,1
143048,9
143051,0
143052,7
143053,10
143055,1
143056,14
143061,1
143062,1
143063,1
143070,1
143074,1
143084,1
143085,1
143087,1
143089,1
143092,1
143094,1
143096,1
143097,11
143098,0
143099,1
143100,14
143101,1
143102,10
143103,1
143104,12
143105,1
143106,0
143107,15
143108,1
143109,7
143110,1
143111,1
143112,1
143113,0
143114,1
143115,1
143116,1
143117,1
143118,1
143122,1
143123,1
143124,1
143126,1
143133,1
143135,9
143141,1
143159,1
143162,1
143192,1
143239,1
143282,1
143287,1
143293,1
143299,0
143302,1
143313,1
143317,8
143320,1
143321,1
143329,14
143334,1
143341,1
143342,1
143343,1
143345,1
143347,1
143349,1
143352,1
143363,1
143390,1
143391,1
143400,1
143405,1
143406,1
143421,1
143426,1
143427,1
143430,1
143456,1
143458,13
143467,1
143499,1
143516,15
143522,1
143524,1
143532,1
143535,1
143539,1
143542,1
143551,1
143580,10
143583,1
143584,1
143586,3
143598,1
143617,1
143620,1
143644,0
143661,1
143662,1
143671,1
143674,8
143676,7
143677,1
143681,1
143688,1
143690,1
143692,1
143694,1
143700,5
143717,1
143730,1
143755,9
143756,1
143757,1
143767,1
143776,1
143795,1
143797,1
143799,1
143802,1
143807,1
143809,1
143813,1
143820,1
143823,1
143825,1
143826,1
143830,1
143835,1
143844,1
143845,1
143846,1
143850,1
143853,1
143855,1
143859,1
143870,1
143874,1
143877,1
143883,1
143899,1
143918,1
143919,1
143920,1
143922,1
143924,6
143941,1
143943,1
143946,1
143948,1
143952,1
143953,1
143958,1
143968,1
143972,1
143980,10
143987,1
143994,1
144013,1
144039,1
144062,1
144078,1
144082,1
144085,1
144091,1
144097,1
144106,1
144115,11
144137,2
144142,1
144143,1
144144,4
144147,1
144149,8
144150,1
144151,1
144152,0
144156,1
144166,1
144170,1
144171,1
144172,1
144174,13
144176,1
144178,5
144179,5
144182,1
144185,1
144186,1
144207,1
144208,1
144209,1
144212,1
144213,1
144217,1
144218,1
144228,1
144230,1
144234,1
144244,1
144245,1
144248,1
144251,1
144259,1
144261,1
144267,1
144270,1
144274,1
144282,13
144288,4
144289,13
144290,7
144291,1
144295,1
144306,1
144314,1
144315,1
144317,0
144320,2
144322,0
144340,1
144344,5
144345,5
144349,8
144373,13
144376,1
144387,1
144389,10
144390,1
144398,1
144402,1
144407,1
144409,1
144412,1
144414,7
144416,1
144417,1
144424,1
144435,1
144449,1
144471,1
144473,1
144476,2
144504,1
144513,1
144515,1
144516,1
144531,1
144532,1
144534,1
144536,1
144538,12
144557,1
144565,1
144573,1
144590,14
144597,1
144600,1
144621,1
144623,1
144624,1
144625,1
144626,5
144631,14
144633,4
144640,1
144648,1
144656,1
144660,1
144662,1
144664,1
144667,1
144677,2
144679,1
144690,1
144707,1
144710,1
144714,1
144724,1
144726,1
144739,1
144742,1
144751,1
144755,1
144756,1
144757,15
144759,8
144760,10
144762,1
144766,1
144779,1
144781,1
144790,1
144791,1
144799,1
144804,1
144813,1
144814,9
144816,13
144817,1
144818,1
144821,1
144823,1
144833,10
144836,1
144837,1
144838,1
144844,1
144852,1
144861,1
144869,2
144873,1
144908,1
144922,1
144945,1
144952,1
144964,1
144966,1
144973,1
144975,1
144982,1
144991,1
145002,1
145016,1
145023,1
145038,1
145041,1
145045,1
145046,13
145050,1
145052,1
145071,1
145074,0
145083,1
145091,1
145131,1
145133,1
145141,1
145146,5
145178,1
145225,1
145228,1
145234,1
145249,1
145251,1
145254,1
145256,1
145257,1
145289,1
145298,1
145305,1
145306,1
145315,1
145317,1
145328,8
145330,1
145339,1
145350,1
145356,1
145360,14
145362,1
145365,1
145371,1
145382,1
145386,1
145388,1
145389,1
145395,1
145396,1
145399,1
145400,10
145401,1
145402,1
145404,1
145405,1
145406,9
145407,1
145410,7
145411,1
145412,1
145413,1
145415,1
145422,1
145424,12
145425,11
145427,1
145428,4
145429,1
145431,1
145432,1
145433,1
145435,1
145436,1
145437,13
145438,1
145440,1
145441,13
145476,1
145483,1
145490,1
145498,5
145505,2
145511,15
145517,4
145519,1
145520,1
145521,1
145522,1
145523,12
145525,1
145536,1
145537,1
145568,1
145570,5
145575,1
145585,1
145592,1
145616,1
145643,1
145644,1
145649,1
145652,1
145657,1
145659,1
145663,1
145669,1
145670,1
145671,1
145683,1
145704,1
145727,1
145730,5
145741,1
145743,1
145744,1
145754,1
145766,1
145768,1
145769,1
145780,1
145789,1
145803,1
145806,1
145810,1
145812,1
145817,1
145819,1
145823,1
145825,4
145836,1
145849,1
145850,1
145851,1
145869,1
145873,1
145885,1
145889,1
145906,1
145908,1
145911,1
145915,1
145931,1
145932,1
145942,1
145943,1
145960,1
146000,1
146009,1
146011,1
146015,14
146025,1
146032,1
146041,1
146051,4
146053,10
146061,1
146062,1
146066,1
146071,1
146072,9
146073,1
146074,1
146080,1
146081,1
146082,3
146084,1
146088,1
146096,1
146098,1
146101,1
146106,1
146110,1
146112,1
146121,1
146123,1
146124,1
146126,1
146127,1
146128,1
146135,1
146140,1
146148,1
146153,1
146165,1
146168,1
146173,1
146191,1
146199,1
146221,1
146224,1
146231,1
146239,1
146241,1
146261,1
146266,1
146288,1
146292,1
146294,1
146304,1
146337,1
146339,1
146355,1
146359,1
146376,1
146382,1
146407,1
146410,1
146412,1
146418,1
146421,1
146422,1
146429,1
146458,1
146460,1
146472,1
146474,1
146476,1
146479,1
146488,1
146497,1
146505,1
146535,1
146536,1
146544,1
146547,5
146562,1
146565,1
146575,14
146581,1
146591,1
146604,1
146605,9
146608,1
146612,1
146617,8
146629,1
146645,1
146648,1
146651,1
146677,1
146680,1
146687,1
146688,1
146699,1
146707,1
146736,1
146742,1
146751,1
146753,1
146764,1
146769,1
146771,1
146779,1
146780,1
146781,11
146814,1
146817,1
146825,1
146830,1
146832,1
146838,1
146839,1
146840,1
146846,1
146851,15
146853,1
146873,1
146891,1
146900,1
146901,2
146902,1
146907,3
146920,1
146934,1
146942,1
146945,1
146958,1
146962,1
146965,1
146969,1
146971,1
146973,1
146977,4
146979,1
146980,1
146987,1
146988,1
146992,1
146993,1
146995,1
147004,1
147006,1
147013,1
147018,1
147028,1
147030,1
147033,1
147035,1
147036,1
147038,1
147072,1
147078,1
147107,5
147111,1
147114,1
147144,1
147155,1
147158,10
147159,0
147160,1
147161,1
147162,1
147163,0
147164,1
147165,12
147166,1
147167,1
147168,1
147169,2
147170,1
147171,3
147172,1
147178,1
147213,1
147220,1
147236,1
147239,1
147243,1
147247,1
147252,1
147261,1
147270,1
147274,1
147275,1
147276,2
147278,1
147280,1
147290,1
147294,1
147310,1
147319,1
147321,1
147326,1
147335,3
147338,1
147347,1
147353,5
147361,6
147370,1
147395,1
147409,1
147416,1
147421,1
147427,1
147431,1
147441,1
147468,10
147478,1
147483,1
147486,1
147538,1
147543,1
147563,12
147566,1
147575,1
147576,1
147579,1
147589,1
147590,1
147600,0
147611,1
147617,4
147629,1
147633,1
147693,1
147704,1
147715,1
147755,1
147758,1
147766,6
147767,1
147769,1
147774,1
147777,4
147779,1
147784,1
147787,1
147799,1
147800,1
147801,1
147808,1
147811,1
147812,1
147813,1
147827,1
147832,13
147834,1
147835,1
147846,1
147858,1
147884,1
147886,1
147888,1
147907,1
147917,1
147918,6
147926,1
147937,1
147951,1
147952,1
147962,1
147978,1
147982,1
147989,1
147991,1
148000,1
148001,1
148008,1
148011,11
148025,1
148028,1
148043,1
148050,1
148056,1
148068,1
148070,3
148081,1
148086,1
148096,1
148107,1
148109,1
148111,1
148115,1
148117,1
148153,1
148173,1
148193,1
148198,1
148204,1
148265,1
148266,1
148273,1
148274,1
148275,1
148288,1
148290,1
148292,1
148294,1
148304,1
148311,1
148312,3
148313,1
148314,1
148319,1
148326,1
148327,1
148333,1
148334,1
148343,1
148345,1
148350,1
148361,1
148368,14
148374,1
148375,1
148376,1
148390,1
148394,1
148398,1
148410,1
148411,1
148413,1
148426,1
148431,1
148455,1
148466,1
148467,1
148468,1
148487,1
148490,1
148498,1
148524,1
148525,1
148535,1
148537,1
148540,15
148544,4
148546,1
148559,11
148564,1
148566,15
148568,0
148579,1
148580,1
148581,0
148582,1
148588,1
148594,1
148621,1
148634,1
148639,1
148656,1
148667,1
148674,1
148675,1
148676,1
148701,11
148706,1
148709,1
148716,1
148717,1
148723,1
148729,1
148730,1
148739,11
148747,1
148751,1
148761,13
148767,1
148801,1
148814,1
148827,1
148830,1
148835,1
148836,1
148838,1
148842,1
148854,1
148855,1
148858,1
148860,1
148868,1
148876,1
148893,1
148902,1
148903,1
148904,5
148905,1
148908,1
148930,1
148932,1
148934,1
148937,1
148944,1
148946,1
148959,1
148961,1
148981,1
148996,1
149028,1
149029,1
149036,1
149039,1
149052,1
149072,1
149097,1
149099,1
149100,1
149102,1
149103,1
149105,1
149107,1
149111,1
149116,11
149129,1
149137,1
149139,1
149143,1
149158,1
149163,1
149173,1
149180,1
149183,1
149184,1
149185,1
149186,9
149187,1
149188,1
149191,1
149192,6
149196,1
149197,1
149198,1
149200,1
149201,1
149203,1
149205,1
149208,1
149210,1
149212,1
149213,1
149222,1
149229,1
149271,1
149274,1
149306,1
149315,1
149321,1
149324,1
149364,1
149369,1
149370,1
149373,1
149376,1
149382,1
149383,1
149388,1
149389,1
149395,1
149396,1
149407,1
149408,1
149416,1
149418,1
149421,1
149422,1
149424,1
149430,1
149431,1
149433,1
149435,1
149438,11
149440,0
149441,1
149443,4
149446,1
149448,11
149449,1
149452,1
149459,1
149462,1
149466,1
149467,1
149478,1
149480,1
149481,1
149482,1
149483,1
149484,1
149486,1
149490,1
149491,1
149496,1
149499,1
149534,3
149539,1
149545,1
149549,1
149552,1
149567,5
149573,1
149595,1
149608,1
149613,1
149628,1
149634,1
149640,1
149641,1
149642,2
149667,1
149684,1
149689,1
149708,1
149712,1
149713,1
149720,1
149741,1
149748,1
149754,1
149765,1
149803,1
149825,1
149826,1
149833,1
149837,3
149862,1
149868,1
149884,1
149887,1
149896,1
149903,1
149908,1
149909,1
149913,1
149915,1
149921,1
149928,1
149931,1
149941,7
149946,1
149947,1
149950,1
149953,1
149955,1
149962,1
149972,1
149977,1
149979,1
150003,1
150011,1
150033,1
150039,1
150048,1
150051,1
150052,1
150063,1
150073,1
150081,1
150086,1
150098,1
150124,1
150126,1
150137,1
150145,0
150156,1
150158,1
150165,8
150170,1
150171,1
150174,1
150176,1
150179,1
150182,1
150188,2
150189,1
150194,1
150195,3
150205,1
150222,1
150226,1
150227,1
150261,1
150274,3
150286,1
150288,1
150299,1
150301,1
150314,1
150323,1
150325,1
150341,1
150351,1
150354,1
150363,1
150373,1
150394,1
150395,10
150399,1
150401,12
150402,1
150407,1
150409,1
150412,1
150413,1
150415,1
150421,1
150423,1
150429,1
150437,1
150451,1
150455,1
150458,1
150466,1
150468,1
150480,1
150535,1
150540,1
150562,1
150567,1
150570,1
150572,1
150575,1
150576,1
150579,1
150580,1
150581,1
150585,1
150588,1
150589,1
150592,1
150593,1
150594,1
150595,1
150599,1
150602,1
150615,1
150621,1
150624,4
150625,1
150626,1
150628,1
150629,1
150630,13
150631,0
150632,1
150633,1
150634,1
150636,0
150638,1
150639,1
150640,1
150641,1
150643,0
150644,5
150645,0
150646,1
150647,8
150649,6
150650,4
150651,13
150798,1
150800,1
150801,1
150820,3
150826,1
150831,1
150835,1
150836,1
150866,1
150868,1
150871,1
150872,1
150873,7
150874,1
150875,1
150876,1
150893,1
150906,1
150915,1
150916,1
150922,1
150923,1
150930,1
150931,1
150932,1
150938,1
150939,1
150940,1
150941,1
150951,1
150953,1
150954,1
150961,1
150963,1
150967,14
150976,1
150986,1
150987,1
151003,1
151009,1
151010,1
151025,1
151026,1
151027,1
151028,1
151031,1
151032,1
151034,1
151041,1
151042,1
151043,1
151049,1
151051,1
151052,1
151053,1
151062,0
151072,1
151073,1
151076,13
151078,1
151079,1
151085,1
151096,10
151098,1
151105,1
151108,1
151119,1
151124,1
151130,1
151136,1
151154,14
151155,1
151156,1
151158,1
151166,7
151168,1
151172,14
151174,1
151175,1
151178,1
151179,1
151181,1
151184,1
151195,15
151197,1
151198,1
151205,1
151210,1
151240,1
151241,1
151242,1
151244,1
151248,3
151250,1
151252,1
151254,1
151256,1
151257,6
151258,15
151272,1
151277,1
151278,1
151293,1
151300,1
151304,6
151312,1
151322,1
151324,1
151331,7
151332,1
151333,1
151338,1
151339,1
151354,1
151355,5
151356,12
151360,1
151372,1
151374,1
151378,1
151381,12
151389,1
151401,1
151402,1
151410,1
151412,1
151414,1
151417,1
151423,1
151425,1
151426,1
151427,1
151438,1
151439,1
151440,1
151441,1
151443,1
151447,1
151448,1
151451,1
151452,1
151456,14
151460,1
151463,1
151469,1
151470,1
151474,1
151475,1
151476,1
151477,1
151480,9
151482,1
151484,1
151485,1
151489,1
151490,1
151500,1
151501,1
151503,1
151504,1
151509,1
151510,1
151511,1
151515,1
151518,1
151519,1
151520,1
151522,1
151525,1
151526,1
151528,1
151530,1
151535,1
151539,1
151543,1
151545,1
151549,14
151555,1
151570,5
151585,1
151591,1
151603,1
151607,1
151615,13
151620,1
151621,1
151624,10
151625,1
151626,4
151627,1
151628,1
151629,1
151630,1
151631,1
151632,14
151633,0
151634,8
151636,1
151637,1
151638,1
151639,4
151640,1
151641,1
151642,14
151644,1
151645,8
151649,1
151650,3
151652,1
151654,1
151656,1
151658,1
151659,1
151660,1
151665,11
151666,1
151667,1
151668,1
151673,5
151674,1
151677,1
151679,1
151680,1
151683,8
151685,1
151686,1
151688,1
151689,1
151694,2
151696,7
151699,14
151701,7
151702,1
151703,1
151705,1
151707,1
151710,1
151711,8
151712,1
151715,1
151717,1
151721,1
151723,1
151725,1
151733,1
151740,1
151743,1
151749,0
151751,1
151759,1
151766,1
151771,1
151772,1
151773,14
151774,1
151776,1
151780,1
151791,1
151792,1
151793,1
151794,1
151795,1
151796,1
151798,1
151802,1
151803,1
151833,1
151846,1
151848,1
151874,1
151887,1
151888,1
151898,1
151899,0
151901,1
151904,1
151906,1
151908,1
151909,1
151910,1
151913,1
151915,1
151916,1
151917,1
151919,1
151926,1
151928,1
151929,1
151931,1
151935,1
151936,1
151937,1
151938,1
151942,1
151948,1
151953,1
151958,1
151962,1
151963,1
151964,1
151970,1
151971,1
151978,1
151979,1
151990,1
151992,1
151993,1
151997,1
152001,1
152010,1
152011,1
152025,1
152026,1
152036,1
152052,1
152057,1
152063,1
152077,1
152079,1
152080,1
152091,1
152092,1
152098,1
152101,1
152114,1
152123,1
152125,1
152126,1
152145,1
152146,1
152151,1
152158,1
152176,1
152177,1
152179,1
152185,1
152187,1
152200,1
152201,1
152204,11
152211,1
152220,9
152223,1
152236,1
152245,1
152250,1
152255,1
152256,1
152277,13
152292,1
152294,1
152297,1
152307,1
152314,1
152321,1
152335,1
152337,1
152341,1
152343,2
152345,0
152350,1
152354,1
152363,1
152366,1
152367,1
152368,1
152376,1
152377,6
152381,1
152382,1
152388,13
152389,1
152390,1
152393,0
152394,2
152395,9
152396,1
152397,8
152399,1
152400,1
152401,1
152402,1
152403,1
152404,1
152407,1
152409,1
152410,11
152415,1
152419,1
152425,0
152429,0
152430,0
152431,1
152433,1
152435,1
152437,1
152442,1
152444,3
152446,1
152450,1
152452,1
152456,1
152460,1
152461,1
152464,10
152480,2
152482,1
152483,1
152491,1
152493,1
152506,1
152523,1
152526,1
152528,1
152532,1
152541,1
152545,1
152560,1
152568,1
152579,1
152583,1
152591,11
152594,0
152607,1
152627,1
152629,1
152640,1
152646,1
152650,1
152658,1
152684,1
152689,1
152696,1
152709,1
152727,1
152743,1
152748,1
152756,1
152779,1
152782,1
152798,1
152820,1
152849,1
152912,1
152916,1
152931,1
152934,1
152938,1
152939,1
152948,1
152960,1
152963,1
152980,1
152990,1
152995,1
152998,1
153020,1
153032,1
153038,1
153080,1
153086,1
153105,1
153119,1
153127,1
153140,1
153143,1
153148,1
153172,1
153176,1
153178,4
153200,1
153203,1
153204,1
153205,1
153207,1
153208,8
153209,1
153210,1
153240,1
153243,1
153248,1
153253,7
153254,1
153255,2
153260,1
153284,14
153299,1
153314,1
153318,1
153323,1
153326,1
153335,1
153340,1
153349,1
153354,1
153357,1
153359,1
153364,1
153365,1
153368,1
153370,1
153386,1
153391,14
153392,1
153398,1
153408,1
153434,1
153444,1
153449,1
153462,1
153464,1
153480,4
153482,1
153486,1
153491,1
153500,1
153518,1
153521,1
153529,1
153532,1
153553,1
153560,1
153563,1
153585,1
153615,1
153616,1
153628,8
153629,1
153631,1
153632,1
153635,1
153641,1
153672,1
153675,1
153683,1
153688,1
153689,12
153692,1
153697,1
153701,1
153703,1
153704,1
153709,1
153715,1
153725,1
153730,1
153733,1
153740,1
153744,1
153745,1
153747,6
153754,1
153762,1
153763,1
153767,1
153768,1
153769,1
153774,1
153782,1
153794,4
153797,1
153798,1
153809,1
153812,1
153840,1
153841,1
153844,1
153845,8
153848,1
153849,2
153878,1
153883,1
153888,1
153902,1
153904,1
153906,1
153910,3
153914,1
153915,1
153922,1
153923,1
153924,1
153925,6
153926,1
153927,9
153928,12
153964,1
153965,1
153969,1
153972,3
153981,1
153989,1
153996,1
154029,1
154033,1
154036,7
154051,1
154054,1
154064,1
154083,1
154087,1
154095,1
154114,1
154116,1
154156,1
154187,1
154190,1
154197,1
154241,7
154245,1
154253,1
154255,1
154257,1
154261,1
154262,1
154268,1
154287,1
154290,1
154295,1
154301,1
154303,10
154312,1
154333,1
154343,1
154349,1
154351,1
154360,1
154363,1
154368,1
154369,1
154377,1
154392,1
154394,1
154395,1
154398,1
154400,1
154408,1
154411,1
154412,1
154423,1
154436,1
154467,1
154476,1
154481,1
154486,1
154488,1
154489,1
154492,1
154498,1
154500,1
154513,1
154540,1
154551,1
154561,1
154565,1
154567,1
154569,1
154572,1
154588,1
154592,1
154593,1
154594,1
154606,7
154645,1
154650,1
154663,1
154667,1
154675,1
154681,1
154686,1
154689,1
154692,1
154706,1
154712,1
154717,1
154718,1
154725,1
154727,1
154759,1
154765,1
154771,1
154774,1
154789,1
154793,1
154794,1
154817,1
154825,1
154828,1
154840,1
154853,1
154869,1
154880,1
154884,1
154888,1
154903,1
154906,1
154908,1
154915,1
154917,1
154920,1
154947,1
154952,1
154964,1
154965,1
154966,1
154978,14
154981,1
154982,1
154986,1
154989,1
154993,1
155000,1
155002,1
155014,1
155015,1
155022,1
155027,1
155033,1
155050,7
155052,1
155054,1
155058,1
155059,1
155068,1
155079,1
155080,1
155081,1
155088,3
155109,1
155110,1
155111,1
155119,12
155121,0
155122,1
155125,1
155127,1
155128,1
155130,1
155132,1
155137,1
155174,1
155178,1
155187,1
155193,1
155196,1
155210,1
155215,1
155244,1
155247,1
155259,1
155267,1
155269,1
155270,1
155273,1
155275,1
155277,1
155279,1
155286,1
155306,1
155310,1
155315,1
155316,1
155318,1
155332,1
155339,1
155350,1
155358,1
155363,1
155365,1
155373,1
155376,3
155388,1
155395,1
155398,1
155399,1
155400,4
155402,1
155405,1
155408,1
155409,1
155412,1
155413,1
155417,1
155418,12
155419,1
155424,1
155434,1
155470,1
155500,1
155503,1
155505,1
155507,1
155513,1
155516,1
155524,1
155525,14
155531,1
155532,1
155533,1
155534,1
155537,1
155543,1
155544,1
155561,1
155563,1
155581,1
155582,1
155586,1
155592,1
155593,1
155594,1
155597,1
155599,1
155603,1
155612,1
155631,1
155650,1
155657,1
155658,1
155664,1
155674,1
155676,1
155681,1
155700,1
155704,1
155711,1
155713,1
155718,3
155722,1
155725,1
155738,1
155740,1
155741,1
155750,1
155751,4
155753,1
155754,1
155755,1
155764,1
155765,1
155766,1
155767,1
155770,1
155774,1
155776,1
155780,1
155784,1
155787,1
155789,1
155796,1
155797,1
155798,1
155799,1
155803,1
155805,1
155806,1
155810,1
155819,1
155820,1
155821,1
155824,1
155830,1
155832,1
155834,1
155835,1
155837,1
155838,1
155840,1
155841,1
155843,1
155845,1
155847,1
155849,1
155850,1
155853,1
155855,1
155856,1
155857,1
155859,1
155860,1
155868,1
155869,1
155872,1
155878,1
155894,1
155918,1
155921,1
155925,1
155928,1
155931,1
155950,1
155956,1
155960,1
155968,1
155970,1
155993,1
156004,1
156010,1
156014,1
156026,3
156030,1
156031,1
156032,1
156043,1
156046,1
156051,1
156052,0
156066,1
156093,1
156103,1
156104,1
156125,1
156133,1
156136,1
156138,1
156151,1
156154,1
156167,1
156173,1
156176,1
156177,1
156180,1
156193,1
156222,1
156227,1
156231,1
156234,1
156245,1
156246,1
156276,1
156314,1
156320,1
156327,1
156334,1
156342,1
156347,1
156348,1
156362,3
156363,1
156372,1
156373,1
156375,1
156379,1
156393,1
156417,1
156426,1
156427,1
156429,1
156435,1
156473,7
156478,1
156482,1
156485,1
156494,14
156497,1
156506,1
156507,1
156508,1
156511,1
156515,1
156517,1
156524,1
156525,1
156544,1
156551,1
156560,1
156567,1
156568,14
156569,1
156572,1
156585,1
156601,1
156604,1
156606,1
156611,1
156621,1
156627,1
156630,1
156635,1
156637,1
156653,1
156654,1
156667,1
156679,1
156682,1
156684,1
156686,1
156699,1
156705,1
156708,1
156712,1
156726,1
156732,1
156735,1
156736,1
156738,1
156751,1
156752,1
156753,1
156754,1
156755,1
156756,1
156758,1
156760,1
156770,1
156771,1
156777,3
156781,1
156783,1
156785,1
156786,1
156788,5
156789,1
156790,1
156800,1
156804,1
156805,1
156813,1
156824,1
156835,1
156844,1
156845,1
156848,1
156851,1
156852,1
156856,1
156857,1
156860,1
156861,1
156862,1
156863,1
156867,1
156877,1
156880,1
156884,1
156886,1
156896,1
156903,1
156905,9
156908,1
156913,1
156917,1
156924,1
156949,0
156950,1
156957,1
156963,1
156964,1
156968,1
156975,1
156976,1
156977,1
156986,1
156989,1
157008,1
157039,1
157047,1
157052,1
157055,1
157059,1
157060,1
157061,1
157062,1
157063,1
157064,1
157065,1
157066,1
157074,1
157076,2
157077,5
157079,4
157080,1
157081,1
157082,4
157083,1
157084,0
157086,1
157092,0
157093,1
157103,1
157127,1
157134,1
157143,1
157149,1
157188,1
157190,1
157202,1
157204,1
157216,1
157225,1
157241,1
157243,1
157248,1
157249,1
157250,1
157256,1
157275,1
157281,1
157283,1
157301,1
157308,1
157315,1
157317,1
157319,1
157323,1
157325,1
157327,1
157329,1
157330,1
157331,1
157334,1
157335,1
157336,1
157342,1
157344,1
157345,1
157349,1
157353,1
157362,1
157377,1
157378,1
157384,1
157385,1
157387,1
157388,1
157412,1
157425,1
157432,1
157452,1
157458,1
157463,1
157471,1
157473,1
157474,1
157475,7
157476,1
157505,1
157506,1
157517,7
157551,1
157582,1
157591,8
157592,12
157606,1
157614,1
157622,1
157637,1
157640,1
157647,1
157648,1
157663,1
157676,1
157678,1
157679,1
157683,1
157693,1
157701,2
157714,12
157721,1
157736,1
157745,1
157756,1
157760,1
157767,1
157772,1
157791,1
157794,1
157798,1
157824,1
157839,12
157852,1
157857,4
157868,1
157882,11
157919,1
157945,1
157948,1
157981,1
157986,1
157998,1
158010,1
158029,1
158035,1
158082,1
158085,1
