i,t
8533,1
8539,1
8570,1
8575,1
8581,1
8599,1
8610,1
8623,1
8629,1
8633,1
8639,1
8641,1
8642,1
8643,1
8647,10
8667,1
8671,1
8673,1
8675,1
8678,1
8680,12
8681,1
8682,1
8691,1
8695,1
8699,9
8704,1
8707,1
8709,1
8712,1
8716,1
8727,1
8728,1
8737,1
8748,1
8756,1
8760,1
8767,1
8774,1
8786,1
8787,1
8788,1
8789,0
8790,1
8791,1
8792,1
8793,1
8794,1
8795,11
8799,1
8800,1
8802,1
8803,1
8806,1
8808,1
8809,1
8810,1
8813,1
8814,1
8818,1
8819,1
8820,1
8821,1
8823,1
8830,1
8831,1
8833,1
8836,1
8838,1
8839,1
8840,1
8841,1
8842,1
8843,1
8844,1
8847,1
8848,3
8849,1
8850,1
8851,1
8853,1
8855,1
8856,1
8858,1
8867,1
8868,1
8869,1
8873,1
8885,1
8886,14
8892,1
8895,1
8906,1
8909,1
8913,10
8914,1
8915,1
8918,0
8938,1
8957,1
8963,1
8964,1
8966,1
8972,1
8983,1
8984,1
8985,1
8989,1
8995,1
9001,1
9026,1
9032,1
9036,1
9043,6
9046,1
9056,1
9061,1
9062,1
9064,1
9065,1
9067,1
9079,1
9085,1
9088,1
9089,1
9097,1
9099,1
9101,1
9110,1
9111,1
9122,1
9124,1
9125,1
9127,1
9129,1
9134,1
9136,1
9137,1
9138,1
9141,1
9142,4
9144,1
9145,1
9146,1
9147,4
9150,1
9151,1
9152,1
9153,1
9156,1
9158,1
9161,1
9176,1
9182,1
9188,1
9189,1
9191,1
9197,2
9212,6
9220,1
9223,1
9231,1
9246,1
9247,1
9250,1
9255,1
9259,1
9260,1
9264,1
9265,1
9266,1
9269,1
9271,1
9306,1
9309,1
9317,1
9326,4
9330,1
9335,1
9338,1
9348,1
9355,1
9356,4
9368,1
9375,1
9376,1
9378,1
9379,1
9382,1
9389,1
9397,1
9402,1
9407,1
9425,1
9435,1
9443,1
9445,1
9446,1
9448,1
9457,1
9461,1
9466,1
9469,1
9475,1
9480,1
9481,1
9491,1
9493,1
9536,1
9548,1
9550,1
9552,1
9562,1
9564,1
9565,1
9568,1
9573,1
9579,1
9583,1
9587,1
9592,10
9596,1
9599,1
9600,1
9656,1
9664,1
9666,1
9677,1
9678,5
9682,1
9687,1
9689,1
9692,1
9700,1
9705,1
9707,1
9709,1
9721,0
9730,1
9737,5
9749,1
9755,1
9760,1
9777,1
9778,1
9780,1
9782,1
9784,1
9792,1
9794,1
9800,1
9822,1
9823,1
9832,1
9834,1
9840,1
9841,1
9842,12
9844,1
9848,1
9851,1
9859,1
9871,1
9872,1
9874,0
9875,1
9885,1
9891,1
9899,1
9913,2
9916,1
9924,1
9927,1
9934,1
9935,1
9939,1
9943,1
9945,11
9948,1
9950,1
9951,1
9953,1
9955,0
9961,1
9963,1
9965,1
9966,1
9973,1
9978,14
9979,1
9984,1
9988,1
9991,1
9994,1
9996,1
10011,1
10013,1
10019,1
10020,1
10021,1
10024,1
10031,1
10035,1
10042,1
10051,1
10084,1
10104,1
10107,1
10123,1
10125,1
10126,1
10130,1
10131,2
10135,0
10174,1
10178,1
10179,7
10185,1
10187,1
10196,1
10197,1
10207,0
10209,1
10221,1
10225,1
10230,1
10232,1
10234,1
10236,1
10237,10
10238,1
10239,1
10240,6
10241,1
10243,1
10255,1
10259,1
10261,0
10262,1
10263,1
10264,1
10266,1
10276,1
10280,1
10282,1
10289,1
10290,1
10293,1
10295,1
10301,1
10314,1
10315,1
10324,1
10325,1
10326,7
10336,1
10341,1
10349,1
10354,1
10363,1
10364,1
10381,1
10385,1
10392,1
10410,1
10417,1
10418,1
10420,1
10423,1
10437,1
10447,1
10451,1
10453,1
10457,1
10462,1
10463,1
10466,1
10473,1
10478,1
10495,1
10498,1
10503,1
10504,1
10505,1
10506,1
10507,1
10508,1
10509,1
10512,1
10513,1
10515,1
10530,1
10543,1
10544,1
10545,1
10549,1
10550,1
10557,1
10558,1
10559,1
10560,1
10565,1
10569,1
10572,0
10574,5
10575,1
10576,1
10577,1
10578,1
10579,1
10581,1
10585,1
10587,12
10591,1
10598,1
10602,1
10607,1
10612,14
10613,1
10614,1
10621,1
10623,13
10633,1
10634,1
10635,1
10636,1
10638,1
10643,3
10645,3
10647,1
10650,1
10667,8
10669,1
10675,1
10680,1
10681,1
10687,1
10702,1
10703,1
10718,1
10725,5
10733,1
10745,1
10747,1
10759,7
10760,15
10761,1
10762,1
10764,1
10768,1
10771,1
10772,1
10782,1
10783,1
10787,1
10789,1
10808,1
10816,1
10820,1
10832,1
10849,1
10851,1
10857,1
10860,1
10864,1
10875,1
10876,1
10878,11
10881,1
10887,14
10913,1
10916,1
10921,1
10923,1
10924,8
10925,1
10926,1
10931,1
10942,1
10943,1
10946,1
10947,1
10948,1
10949,1
10950,5
10951,1
10954,1
10955,1
10961,2
10962,1
10964,1
10967,1
10968,1
10970,1
10971,0
10974,1
10975,1
10976,1
10977,1
10981,1
10983,1
10986,10
10989,1
10990,1
10992,1
10995,1
10996,5
10997,1
10999,1
11001,1
11006,1
11007,2
11008,1
11017,1
11034,1
11041,1
11065,1
11069,1
11072,1
11077,1
11100,1
11109,1
11110,1
11111,1
11121,10
11123,1
11126,1
11139,1
11144,1
11150,2
11159,1
11165,1
11166,1
11167,2
11171,8
11183,1
11200,1
11201,1
11207,1
11209,1
11216,1
11222,1
11229,1
11231,1
11249,1
11269,1
11278,1
11282,1
11284,1
11289,1
11293,1
11296,1
11324,1
11340,15
11342,1
11343,1
11344,1
11347,1
11352,1
11353,1
11354,1
11360,1
11361,1
11371,1
11373,1
11388,1
11389,1
11402,5
11403,0
11406,1
11411,1
11415,1
11417,1
11433,1
11436,1
11446,1
11455,1
11460,1
11461,1
11463,1
11490,1
11492,1
11498,1
11506,1
11522,3
11523,1
11529,12
11541,1
11546,1
11553,1
11555,1
11556,1
11558,1
11561,1
11569,1
11571,1
11574,1
11576,1
11578,1
11579,1
11586,1
11587,1
11588,1
11589,1
11597,1
11607,1
11608,1
11611,1
11612,1
11613,1
11614,1
11618,1
11619,1
11621,1
11623,1
11628,1
11630,1
11632,1
11635,1
11638,1
11639,1
11641,7
11642,1
11644,1
11646,1
11653,1
11654,1
11660,5
11669,7
11674,1
11680,1
11686,8
11702,1
11712,1
11724,1
11732,1
11734,1
11740,1
11752,1
11757,1
11763,10
11767,1
11770,1
11778,1
11785,1
11792,1
11795,1
11821,1
11841,15
11844,1
11845,1
11848,1
11849,1
11860,1
11861,1
11862,1
11867,1
11868,1
11877,1
11893,1
11896,1
11897,1
11901,1
11906,1
11917,13
11920,1
11923,0
11926,3
11943,1
11945,1
11947,1
11948,1
11949,1
11953,11
11954,1
11958,1
11969,1
11993,13
11995,1
12020,1
12021,1
12026,1
12033,1
12044,1
12079,1
12080,1
12081,1
12082,1
12087,2
12089,1
12090,1
12092,1
12097,1
12107,1
12109,1
12110,1
12111,1
12120,1
12125,1
12143,1
12144,1
12145,5
12151,1
12154,1
12158,15
12163,1
12167,1
12178,1
12191,1
12201,1
12209,1
12211,1
12217,1
12226,1
12229,1
12240,1
12241,1
12242,1
12258,1
12260,1
12261,1
12262,1
12263,1
12264,1
12265,1
12268,1
12269,1
12270,14
12273,1
12276,1
12277,1
12281,4
12283,1
12290,1
12300,1
12306,1
12312,1
12314,1
12322,1
12325,1
12332,1
12335,1
12338,1
12341,1
12342,1
12357,1
12363,1
12373,1
12375,1
12378,12
12387,4
12391,0
12396,1
12406,1
12423,1
12427,1
12429,0
12433,1
12434,0
12465,1
12468,1
12492,1
12493,1
12496,1
12497,1
12507,1
12512,1
12517,1
12518,9
12520,1
12521,1
12527,1
12545,1
12554,1
12561,1
12564,1
12567,1
12586,1
12588,1
12594,1
12602,4
12603,1
12605,0
12606,3
12607,1
12630,1
12643,1
12652,1
12675,1
12676,1
12687,1
12694,9
12696,1
12698,1
12700,1
12702,1
12708,1
12711,1
12718,1
12722,1
12734,1
12735,1
12740,9
12753,1
12758,7
12760,1
12762,1
12763,1
12776,1
12778,1
12799,1
12805,1
12806,1
12825,1
12831,2
12834,1
12853,1
12855,13
12864,1
12885,1
12890,1
12893,1
12898,1
12903,1
12920,1
12923,1
12924,9
12925,1
12928,1
12932,1
12934,0
12958,1
12959,5
12972,1
12996,1
12999,1
13006,1
13016,1
13017,1
13043,1
13046,4
13058,1
13062,1
13074,1
13083,1
13100,1
13101,15
13102,1
13118,1
13137,1
13143,0
13144,1
13146,1
13151,5
13152,1
13155,13
13156,1
13159,1
13164,1
13176,3
13182,1
13193,1
13196,1
13213,14
13220,1
13223,1
13229,1
13232,1
13242,1
13243,9
13259,1
13264,1
13273,0
13293,1
13294,1
13295,1
13297,1
13300,1
13304,1
13307,3
13308,1
13309,1
13310,1
13314,8
13320,1
13322,7
13329,1
13331,1
13340,1
13357,1
13374,1
13378,1
13385,1
13392,2
13396,11
13401,1
13408,1
13415,1
13417,1
13418,1
13419,1
13450,11
13452,0
13468,1
13469,1
13470,1
13479,1
13480,1
13483,12
13484,1
13489,1
13493,1
13495,1
13498,15
13499,1
13500,14
13505,1
13507,1
13508,14
13509,1
13518,2
13535,1
13536,1
13538,1
13552,1
13553,1
13557,1
13559,1
13560,1
13566,1
13574,1
13577,1
13586,1
13594,1
13599,1
13613,1
13615,1
13641,1
13646,1
13677,1
13682,1
13687,1
13694,6
13702,1
13708,1
13709,1
13711,1
13714,1
13726,1
13759,13
13763,1
13764,4
13765,1
13768,1
13769,1
13770,1
13782,3
13785,1
13787,1
13790,1
13800,1
13802,4
13805,1
13806,1
13821,1
13842,12
13860,1
13876,1
13882,1
13883,1
13888,0
13891,1
13896,1
13900,1
13904,1
13908,1
13911,1
13913,1
13922,1
13930,1
13935,1
13936,1
13937,1
13939,1
13940,1
13941,1
13945,1
13946,1
13947,1
13949,1
13950,2
13951,1
13952,1
13953,1
13954,1
13956,1
13960,1
13962,1
13964,1
13970,1
13986,1
13999,1
14001,1
14006,1
14011,1
14015,1
14016,1
14019,1
14020,1
14027,1
14034,1
14040,1
14043,8
14044,1
14046,1
14048,9
14049,9
14050,13
14052,1
14075,4
14077,12
14083,1
14084,1
14088,1
14095,1
14096,1
14097,1
14102,13
14103,4
14141,1
14158,1
14161,1
14162,13
14171,1
14181,1
14182,1
14185,1
14192,1
14198,1
14208,1
14210,1
14212,1
14217,1
14218,1
14224,0
14228,3
14229,1
14230,1
14232,1
14233,1
14236,1
14237,1
14242,1
14254,1
14258,1
14272,1
14273,1
14275,1
14281,1
14286,1
14290,2
14301,1
14312,1
14313,1
14314,1
14316,1
14318,1
14320,1
14328,1
14336,1
14340,1
14341,1
14346,1
14348,1
14349,1
14352,1
14354,1
14367,1
14373,6
14383,1
14395,5
14405,3
14445,1
14446,0
14456,1
14461,15
14480,14
14481,1
14482,2
14484,1
14486,1
14492,1
14495,1
14496,1
14498,1
14499,1
14504,1
14514,1
14515,1
14516,1
14517,1
14524,1
14525,1
14526,1
14531,1
14533,1
14535,1
14537,1
14539,1
14542,1
14543,1
14552,1
14554,1
14558,1
14559,1
14561,1
14564,1
14565,1
14568,4
14570,1
14571,1
14572,1
14573,1
14575,1
14576,1
14578,1
14582,1
14583,1
14584,1
14585,1
14589,1
14594,1
14595,1
14596,1
14598,1
14600,1
14602,1
14604,1
14606,1
14607,1
14608,1
14625,1
14633,1
14641,1
14644,1
14646,1
14648,1
14656,1
14660,8
14663,1
14671,1
14704,11
14724,1
14729,1
14731,1
14739,1
14741,1
14743,1
14744,1
14746,3
14747,1
14748,1
14749,8
14752,1
14754,1
14762,1
14769,1
14771,0
14774,1
14780,1
14788,1
14799,1
14803,1
14808,1
14812,1
14813,1
14821,1
14833,1
14838,1
14841,1
14848,1
14859,1
14866,1
14878,1
14880,1
14881,1
14902,1
14903,1
14918,1
14919,1
14921,1
14922,1
14930,1
14931,1
14932,1
14945,1
14947,1
14959,1
14964,1
14966,1
14968,1
14969,1
14971,1
14976,11
14977,1
14979,1
14980,1
14982,1
14984,1
14989,1
14990,1
14991,1
14993,1
15009,1
15019,1
15047,1
15049,0
15050,1
15053,1
15054,1
15056,1
15064,1
15065,1
15069,1
15071,7
15073,1
15076,1
15079,0
15084,1
15085,1
15105,7
15107,1
15109,1
15114,1
15116,1
15117,11
15120,1
15139,1
15154,1
15165,1
15167,1
15169,1
15175,1
15183,1
15190,1
15201,1
15218,1
15221,1
15229,1
15236,1
15248,1
15265,1
15273,1
15276,1
15280,1
15282,1
15285,1
15293,1
15299,1
15300,1
15304,5
15311,9
15317,1
15322,1
15325,1
15328,1
15353,1
15356,1
15357,1
15358,1
15360,1
15381,1
15397,12
15405,1
15414,1
15432,1
15447,1
15455,1
15464,1
15470,1
15471,1
15474,5
15476,1
15477,1
15478,1
15481,1
15483,6
15487,1
15488,1
15489,3
15490,1
15491,1
15492,1
15497,1
15498,1
15501,1
15502,0
15503,1
15504,2
15514,1
15517,1
15520,1
15521,1
15522,1
15524,7
15526,1
15529,1
15532,1
15534,1
15536,1
15537,12
15539,1
15540,1
15541,1
15544,1
15545,1
15546,1
15547,1
15550,3
15551,1
15552,1
15553,12
15555,1
15556,1
15560,1
15561,1
15562,5
15564,1
15565,1
15566,6
15567,1
15570,1
15573,4
15574,1
15575,1
15576,1
15577,1
15578,1
15580,1
15581,1
15583,1
15588,1
15592,1
15595,1
15600,1
15601,1
15603,1
15604,1
15607,1
15610,1
15617,1
15620,1
15629,1
15631,1
15636,1
15637,1
15638,1
15639,1
15641,1
15648,1
15662,1
15676,1
15681,1
15708,1
15709,1
15712,1
15715,1
15716,1
15726,1
15727,1
15732,1
15734,1
15739,1
15741,2
15743,1
15745,1
15748,1
15751,1
15752,1
15757,8
15767,1
15768,1
15769,1
15771,1
15774,1
15776,1
15777,1
15779,1
15780,1
15781,1
15783,1
15785,1
15786,1
15789,1
15791,1
15793,0
15797,1
15798,1
15800,1
15801,1
15802,3
15804,1
15805,1
15806,1
15827,1
15830,1
15849,1
15859,1
15866,1
15868,1
15883,1
15890,1
15891,1
15903,1
15904,1
15905,1
15915,1
15978,1
15992,1
15993,1
16009,1
16010,1
16024,1
16032,1
16036,12
16039,1
16049,1
16061,1
16063,1
16065,1
16067,1
16068,1
16070,1
16074,1
16075,0
16081,1
16083,1
16086,1
16090,1
16091,10
16092,1
16093,1
16094,1
16095,1
16097,1
16098,1
16102,1
16106,1
16107,1
16108,1
16117,1
16118,1
16137,1
16138,1
16143,1
16147,10
16155,1
16156,1
16160,1
16163,1
16166,1
16168,1
16170,1
16176,1
16180,1
16181,1
16182,1
16183,1
16184,1
16185,1
16189,1
16190,1
16191,1
16194,1
16195,1
16201,1
16203,1
16209,1
16211,1
16213,1
16217,1
16219,1
16220,1
16224,1
16236,1
16237,1
16249,1
16250,1
16253,1
16257,1
16259,0
16263,1
16264,1
16265,1
16266,1
16269,1
16270,1
16271,1
16272,1
16273,1
16275,1
16279,1
16280,1
16284,1
16289,1
16291,6
16297,1
16299,1
16304,1
16307,1
16308,1
16309,1
16310,1
16311,1
16312,1
16316,1
16317,1
16318,1
16322,1
16323,1
16325,1
16326,1
16327,1
16331,1
16332,1
16335,1
16341,4
16347,1
16349,1
16355,1
16358,1
16364,1
16365,1
16368,1
16373,15
16374,1
16375,1
16377,2
16378,1
16379,6
16380,6
16382,1
16383,0
16384,10
16385,1
16388,1
16389,0
16403,1
16406,1
16412,1
16419,1
16420,1
16424,1
16426,1
16429,1
16442,1
16466,1
16504,1
16505,1
16512,1
16513,1
16514,1
16515,0
16534,0
16540,5
16550,1
16560,3
16567,1
16568,14
16569,1
16570,6
16571,1
16572,8
16577,1
16581,1
16602,1
16619,1
16620,1
16621,1
16636,1
16661,1
16684,1
16686,1
16695,1
16702,1
16704,1
16709,1
16711,1
16716,1
16719,1
16724,1
16734,1
16735,1
16736,1
16738,1
16739,1
16751,1
16752,1
16758,1
16762,1
16776,1
16787,1
16788,1
16791,1
16799,1
16800,1
16805,4
16839,1
16845,1
16847,6
16857,1
16860,1
16870,1
16889,1
16895,1
16908,6
16909,1
16919,3
16920,4
16933,0
16936,1
16938,1
16947,1
16960,14
16962,1
16972,1
16984,1
16986,1
16989,1
16990,1
16997,1
17003,1
17005,1
17006,1
17008,3
17011,1
17027,1
17029,1
17035,1
17036,1
17041,1
17047,1
17048,1
17051,1
17054,1
17062,1
17063,1
17066,1
17069,1
17072,1
17073,1
17074,1
17077,1
17079,1
17080,1
17081,7
17082,1
17083,1
17084,1
17085,1
17086,1
17088,1
17092,1
17096,1
17097,1
17099,1
17101,1
17117,14
17122,1
17123,1
17130,1
17140,1
17141,1
17148,1
17149,1
17151,1
17152,8
17153,1
17156,1
17163,1
17165,1
17168,1
17176,1
17185,1
17194,1
17207,1
17210,1
17211,1
17212,1
17226,1
17228,1
17230,1
17232,1
17233,1
17235,1
17244,1
17245,1
17249,1
17255,1
17256,1
17260,1
17262,1
17264,1
17266,1
17274,1
17299,10
17304,1
17305,1
17307,1
17310,1
17311,1
17315,1
17319,1
17323,1
17326,2
17335,1
17344,4
17348,1
17349,1
17353,1
17358,1
17359,1
17361,1
17362,1
17364,8
17365,5
17370,1
17371,1
17373,1
17376,1
17377,2
17378,1
17379,1
17383,1
17386,15
17389,1
17391,1
17393,1
17394,1
17395,1
17396,1
17399,1
17400,1
17401,1
17402,1
17407,14
17415,1
17416,1
17418,1
17420,1
17421,1
17423,1
17427,1
17428,1
17431,1
17436,1
17438,1
17440,1
17442,1
17444,1
17449,1
17451,1
17452,1
17454,1
17455,1
17457,1
17460,1
17461,1
17464,1
17467,1
17468,1
17470,10
17474,1
17477,1
17480,1
17482,1
17483,1
17484,1
17486,1
17487,1
17490,1
17491,1
17495,1
17498,1
17501,1
17502,1
17503,1
17506,1
17507,1
17512,1
17514,1
17515,1
17527,1
17534,1
17543,1
17547,1
17551,1
17578,4
17588,1
17597,1
17606,11
17611,1
17612,1
17614,1
17617,1
17618,1
17627,12
17628,7
17629,1
17630,4
17632,1
17633,1
17634,1
17635,6
17637,1
17638,1
17643,1
17644,1
17646,1
17647,1
17648,1
17652,1
17654,1
17655,10
17658,5
17664,1
17670,1
17671,1
17677,2
17696,1
17702,1
17713,1
17714,1
17718,14
17719,1
17737,1
17739,1
17795,11
17796,0
17797,1
17799,1
17800,13
17801,0
17804,1
17805,1
17806,14
17807,1
17822,1
17831,1
17844,8
17865,1
17868,1
17871,1
17890,1
17895,12
17896,11
17897,1
17898,7
17900,9
17901,1
17903,1
17905,1
17906,1
17907,1
17908,11
17909,1
17910,1
17911,1
17912,1
17914,8
17915,2
17916,6
17917,1
17919,7
17920,1
17921,4
17922,1
17923,1
17924,1
17926,3
17928,0
17929,1
17933,1
17938,5
17946,13
17947,12
17952,1
17955,1
17960,1
17964,1
17967,1
17969,1
17983,1
17990,1
18013,1
18015,1
18021,1
18022,8
18040,1
18070,1
18072,1
18075,1
18083,1
18084,1
18109,1
18110,1
18111,11
18118,1
18119,1
18125,1
18129,1
18131,1
18142,1
18147,5
18148,1
18149,12
18150,0
18152,1
18169,1
18200,1
18202,1
18207,1
18210,1
18224,1
18239,1
18247,1
18260,1
18274,1
18279,1
18281,1
18282,1
18283,1
18284,1
18285,12
18286,4
18287,1
18288,1
18289,1
18301,1
18309,1
18322,1
18329,1
18331,1
18338,1
18353,1
18357,1
18379,1
18382,1
18392,1
18404,1
18410,1
18417,1
18421,1
18428,1
18431,2
18438,1
18440,1
18441,6
18466,1
18468,1
18471,1
18472,1
18482,1
18485,1
18487,1
18490,1
18493,1
18496,8
18500,1
18513,1
18517,1
18520,1
18525,1
18526,1
18531,1
18536,4
18539,1
18543,1
18553,1
18557,1
18567,1
18574,1
18588,1
18595,1
18597,8
18598,1
18602,1
18637,1
18656,1
18658,1
18672,1
18682,1
18685,1
18687,1
18694,1
18701,1
18705,1
18717,1
18732,1
18733,1
18735,1
18743,1
18747,1
18749,1
18767,1
18771,1
18778,1
18799,1
18811,1
18812,1
18813,1
18821,1
18827,1
18839,1
18844,1
18847,1
18859,1
18873,1
18887,1
18891,1
18902,0
18934,1
18935,1
18975,1
18981,1
18982,1
18986,1
18998,1
19006,8
19016,1
19020,7
19022,0
19051,0
19066,1
19067,1
19085,1
19097,1
19119,1
19123,1
19142,7
19145,1
19149,1
19151,1
19163,1
19171,0
19179,1
19190,1
19192,1
19194,1
19204,1
19205,1
19215,1
19230,1
19233,1
19234,1
19245,1
19248,1
19254,14
19267,1
19273,1
19274,1
19275,1
19276,1
19277,1
19278,1
19279,8
19280,1
19281,4
19286,1
19296,15
19297,1
19302,1
19307,1
19309,1
19311,1
19314,1
19321,7
19322,11
19323,1
19324,1
19325,10
19333,1
19339,1
19341,1
19347,1
19351,1
19355,1
19373,1
19374,1
19375,1
19377,1
19381,1
19385,1
19388,1
19390,0
19391,1
19392,1
19401,1
19405,1
19407,1
19412,1
19414,1
19415,1
19419,1
19420,1
19421,14
19422,1
19423,1
19424,11
19434,7
19465,1
19480,1
19487,1
19497,1
19500,2
19509,1
19556,1
19560,1
19565,1
19566,1
19571,1
19574,1
19585,1
19586,1
19591,1
19595,1
19608,1
19609,1
19610,1
19621,1
19627,1
19633,1
19637,1
19642,1
19647,10
19648,1
19657,1
19672,2
19682,1
19684,1
19703,1
19717,1
19736,1
19745,1
19747,1
19769,1
19770,1
19777,1
19793,1
19801,1
19812,1
19817,12
19823,1
19824,1
19825,1
19828,1
19829,12
19830,1
19831,1
19836,1
19839,1
19841,1
19842,1
19843,6
19844,1
19846,1
19849,1
19850,1
19853,1
19854,1
19856,1
19857,1
19864,1
19868,1
19869,1
19879,2
19880,1
19884,1
19888,1
19889,14
19892,8
19894,1
19901,1
19904,1
19905,1
19920,1
19925,1
19926,1
19928,1
19929,1
19930,1
19937,1
19940,8
19949,1
19951,1
19959,1
19970,1
19973,1
19978,1
19983,1
19987,8
19999,8
20002,1
20004,1
20011,1
20014,1
20022,1
20023,1
20033,1
20041,1
20049,1
20057,1
20076,1
20081,1
20083,1
20085,1
20091,1
20103,1
20104,1
20108,1
20117,1
20122,1
20129,1
20133,1
20138,1
20141,1
20143,1
20152,1
20156,1
20161,1
20165,1
20176,1
20177,10
20179,0
20191,1
20193,0
20194,0
20196,1
20197,1
20210,1
20249,1
20250,1
20251,1
20253,1
20254,13
20256,7
20257,1
20258,2
20263,7
20264,9
20265,1
20266,3
20267,1
20268,1
20270,5
20271,1
20272,1
20273,7
20274,14
20275,1
20276,1
20283,1
20286,12
20287,1
20288,1
20289,6
20290,1
20292,1
20293,1
20298,1
20313,3
20315,1
20328,1
20329,1
20331,1
20335,1
20337,1
20340,1
20342,3
20346,1
20354,1
20356,4
20360,1
20361,1
20362,1
20365,1
20366,1
20367,1
20369,2
20370,2
20371,1
20373,0
20374,5
20393,1
20394,1
20398,1
20399,1
20415,1
20423,1
20428,1
20433,1
20434,1
20440,1
20441,1
20443,1
20464,1
20465,1
20474,1
20488,1
20502,2
20504,1
20508,1
20540,1
20541,1
20544,1
20546,1
20549,1
20551,1
20553,1
20556,1
20557,1
20559,1
20560,1
20565,0
20567,1
20568,1
20571,1
20574,1
20575,1
20576,1
20578,0
20595,1
20599,1
20626,1
20627,1
20629,1
20631,1
20639,1
20642,1
20650,1
20663,8
20666,1
20670,1
20675,1
20679,1
20692,1
20693,1
20694,1
20709,1
20711,1
20747,1
20764,1
20765,3
20771,1
20775,1
20857,1
20858,1
20862,8
20863,1
20865,1
20866,1
20873,1
20877,1
20878,1
20887,1
20889,1
20892,1
20899,1
20900,1
20906,1
20909,1
20910,1
20912,1
20915,1
20934,1
20952,1
20959,1
20984,1
20990,1
20991,1
20997,5
20998,1
20999,1
21006,1
21011,0
21024,1
21039,1
21054,1
21055,1
21067,1
21072,1
21081,1
21095,14
21115,1
21136,1
21148,1
21156,1
21157,1
21160,1
21161,1
21171,1
21174,1
21175,1
21176,1
21193,1
21194,1
21202,1
21205,1
21206,1
21208,1
21209,1
21212,1
21217,1
21230,1
21249,1
21254,1
21256,1
21322,1
21323,1
21339,1
21343,1
21346,1
21347,1
21349,1
21350,1
21361,1
21371,1
21377,1
21393,1
21402,1
21403,1
21404,1
21408,1
21409,1
21413,1
21414,1
21416,1
21417,3
21418,1
21419,1
21425,1
21429,1
21448,1
21455,1
21458,1
21476,1
21484,1
21491,0
21509,1
21517,1
21523,1
21526,1
21534,1
21540,1
21551,1
21556,1
21561,1
21564,1
21575,1
21588,1
21600,1
21607,1
21620,1
21626,0
21633,1
21657,1
21662,1
21663,1
21664,1
21668,2
21671,1
21676,1
21681,1
21684,2
21691,1
21693,1
21694,9
21696,1
21698,13
21700,1
21701,9
21702,1
21704,1
21707,1
21708,1
21709,1
21711,5
21714,2
21715,1
21718,1
21721,1
21743,1
21755,1
21766,1
21768,1
21770,1
21772,1
21776,9
21783,1
21807,1
21808,1
21810,1
21813,1
21814,1
21815,1
21817,9
21818,15
21819,1
21820,1
21822,1
21823,2
21824,1
21827,1
21831,1
21832,1
21833,1
21835,1
21836,1
21847,1
21848,1
21851,1
21853,3
21854,1
21855,11
21858,1
21859,1
21860,13
21861,8
21864,1
21865,1
21867,1
21868,9
21869,1
21870,1
21871,1
21872,1
21873,1
21875,11
21877,1
21879,1
21882,1
21884,15
21885,1
21886,1
21888,6
21903,1
21907,1
21912,8
21938,1
21946,12
21948,1
21949,1
21952,1
21957,1
21958,1
21963,1
21974,1
21991,1
21994,1
21997,1
22014,1
22018,1
22025,1
22027,1
22031,1
22037,15
22046,1
22047,1
22051,1
22057,1
22059,1
22069,1
22125,1
22126,1
22138,1
22148,1
22149,4
22164,1
22168,1
22182,1
22192,1
22204,14
22205,1
22207,13
22208,1
22210,1
22220,1
22221,1
22224,1
22227,1
22228,1
22229,1
22231,1
22240,1
22241,1
22242,1
22245,1
22250,1
22253,1
22257,1
22260,1
22261,1
22266,1
22267,1
22270,1
22271,1
22273,1
22277,1
22294,1
22310,1
22311,1
22312,1
22314,1
22323,1
22324,1
22347,1
22354,1
22355,1
22365,1
22370,1
22372,11
22375,1
22386,1
22400,1
22418,14
22436,6
22443,1
22455,1
22462,13
22471,1
22472,1
22488,1
22498,1
22499,1
22500,1
22519,1
22524,1
22525,1
22526,1
22527,1
22534,1
22536,1
22544,1
22552,1
22556,1
22566,1
22571,1
22574,1
22577,1
22579,1
22581,1
22591,1
22592,10
22593,1
22598,9
22604,1
22605,1
22612,1
22613,1
22615,13
22617,2
22627,1
22637,1
22643,1
22645,1
22647,1
22648,1
22649,1
22651,0
22656,1
22657,1
22658,1
22660,1
22661,1
22665,1
22678,1
22683,1
22684,1
22688,1
22691,1
22692,1
22702,1
22705,1
22708,1
22709,1
22723,1
22730,1
22731,1
22733,1
22739,1
22748,1
22750,1
22751,1
22758,1
22784,1
22787,1
22789,1
22791,1
22792,1
22793,1
22796,1
22798,9
22807,1
22809,1
22810,8
22811,6
22822,1
22824,1
22828,1
22829,0
22830,1
22835,6
22840,1
22844,1
22856,1
22871,1
22873,1
22876,1
22880,1
22887,1
22890,2
22902,1
22903,1
22909,1
22928,1
22940,1
22946,1
22953,1
22966,1
22969,1
22978,1
22980,1
22983,1
23013,1
23015,1
23044,1
23046,1
23049,1
23051,1
23061,1
23062,1
23087,1
23091,1
23093,1
23101,1
23103,1
23108,1
23109,1
23114,1
23134,1
23136,1
23137,1
23162,1
23200,5
23202,1
23206,2
23215,1
23217,1
23218,1
23219,1
23221,1
23236,1
23240,1
23247,1
23258,1
23259,1
23260,1
23262,1
23264,1
23265,1
23266,3
23267,1
23270,1
23273,1
23276,1
23279,1
23282,1
23283,1
23286,1
23287,1
23288,1
23290,1
23293,1
23297,1
23303,1
23306,1
23309,1
23320,1
23324,1
23350,1
23352,1
23367,1
23370,1
23382,1
23385,1
23387,1
23395,1
23398,1
23399,1
